host_id,property_count,property_ids,is_superhost,host_rating,host_response_rate,hosts_year,host_number_of_reviews,total_reviews,positive_reviews,negative_reviews,avg_sentiment,avg_rating_cleanliness,avg_rating_communication,avg_rating_checkin,avg_rating_location,avg_rating_value,avg_price,avg_prediction,avg_price_delta,avg_lat,avg_long,avg_walk_score,avg_amenities_count,main_property_type,combined_advantages,combined_disadvantages,combined_suggestions,quality_score
99040006,1,1036135167953775316,0,4.46,100,5,2510,3,3,0,1.0,4.0,5.0,5.0,5.0,4.3,645.31,723.3768798679891,78.0668798679892,48.8743,2.3549,74.4,36.0,entire_place,Highly Recommend (1x); Very Clean (1x); Spacious (1x); Very Comfortable (1x),No issues identified,No issues identified - keep up the great work!,1.0
99199946,1,20940292,0,4.76,80,9,251,48,42,6,0.748,4.9,4.8,4.7,5.0,4.6,287.0,262.3300076277062,-24.66999237229379,48.8681,2.3283,74.5,28.0,entire_place,Great Location (16x); Spacious (12x); Will Return (6x); Highly Recommend (6x); Well Equipped (4x),Too Hot (10x),"[Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay.",0.748
104162342,1,1065256924419136906,0,4.69,100,2,13,10,10,0,0.964,4.6,5.0,5.0,4.7,4.9,145.0,373.9868562622132,228.98685626221322,48.83615841901548,2.355447358522256,74.3,24.0,entire_place,Responsive Host (2x); Well Equipped (2x); Great Communication (1x); Spacious (1x); Highly Recommend (1x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.964
110937072,1,685206765927231840,1,4.96,100,3,47,24,23,1,0.918,4.9,5.0,4.9,5.0,4.9,287.06,403.4484801639176,116.38848016391762,48.8618,2.3402,75.4,35.0,entire_place,Great Location (8x); Very Clean (6x); Very Comfortable (4x); Responsive Host (4x); Highly Recommend (4x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.918
114325272,1,1165102624075873902,0,5.0,10,1,10,10,10,0,1.0,5.0,5.0,4.9,5.0,5.0,109.08,271.14218836584854,162.06218836584856,48.86454,2.3721,74.1,3.0,entire_place,Very Comfortable (5x); Responsive Host (4x); Good Value (2x); Will Return (2x); Highly Recommend (2x),Wifi Issues (2x),[Wifi Issues]: Wifi: Provide the wifi network and password at your home or location.,1.0
118526516,1,977321902144631961,0,4.62,100,7,68,22,20,2,0.815,4.5,4.9,4.9,4.9,4.5,114.37,249.5144982025361,135.14449820253608,48.85781,2.37584,75.1,37.0,entire_place,Responsive Host (5x); Highly Recommend (4x); Great Location (4x); Good Value (3x); Quiet Area (2x),Dirty General (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.815
119422083,1,30955803,0,4.63,85,7,215,24,19,5,0.59,4.5,4.8,4.7,4.9,4.6,56.93,356.96530127147753,300.0353012714775,48.84094,2.35544,74.7,50.0,private_room,Quiet Area (3x); Friendly Host (3x); Very Comfortable (2x); Very Clean (1x); Highly Recommend (1x),Plumbing Issues (1x); Bugs Pests (1x); Smell Issues (1x),"[Plumbing Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Bugs Pests]: Cleanliness: Did the home meet our standards? (It should be free of health hazards like mold and pests. It should also be free of extensive dust, pet dander, dirty dishes, etc.). || [Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says.",0.59
122522505,1,8148454,1,4.85,100,7,1963,22,21,1,0.908,4.9,4.9,4.8,5.0,4.6,344.75,296.4404919392913,-48.30950806070871,48.8629,2.36083,82.8,34.0,entire_place,Responsive Host (6x); Great Location (6x); Very Comfortable (3x); Will Return (2x); Highly Recommend (2x),Hard To Find (1x),"[Hard To Find]: Directions and transportation: Confirm the address of a home, with instructions for getting there.",0.908
124957215,1,1105178389455153952,0,4.91,50,1,11,11,11,0,1.0,4.9,5.0,5.0,4.9,4.7,198.52,257.69238866673817,59.17238866673816,48.87094,2.35247,75.1,19.0,entire_place,Walkable (3x); Great Location (2x); Highly Recommend (2x); Beautiful Place (1x); Responsive Host (1x),No issues identified,No issues identified - keep up the great work!,1.0
131603369,1,1116551355007793100,0,0.0,100,5,0,24,24,0,0.999,5.0,5.0,5.0,5.0,4.9,860.23,463.38799593518945,-396.84200406481057,48.85905685626722,2.364406434489466,81.6,29.0,entire_place,Great Location (7x); Perfect Stay (4x); Very Clean (4x); Great View (4x); Highly Recommend (3x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.999
136226760,1,19678339,0,4.73,90,8,140,24,22,2,0.833,4.9,4.8,4.7,5.0,4.6,216.0,266.3237259021947,50.323725902194724,48.8516,2.3471,65.0,12.0,entire_place,Great Location (9x); Highly Recommend (5x); Very Comfortable (5x); Responsive Host (4x); Great Host (3x),Too Small (3x); Noise Street (2x); Noise General (2x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Noise Street]: Location. How did the guest feel about the area and neighborhood? || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.833
136864813,1,53551394,1,4.93,100,1,14,14,14,0,0.999,4.6,5.0,4.9,5.0,4.6,196.0,257.860595046276,61.86059504627599,48.85471,2.36726,75.7,39.0,entire_place,Great Location (5x); Quiet Area (4x); Responsive Host (2x); Highly Recommend (2x); Beautiful Place (1x),No issues identified,No issues identified - keep up the great work!,0.999
146996034,1,1018800539663048716,1,4.85,100,8,280,24,22,2,0.835,5.0,4.8,4.9,4.6,4.5,391.66,691.2528927493013,299.59289274930126,48.8697,2.3509,88.5,41.0,entire_place,Responsive Host (6x); Highly Recommend (5x); Great Location (5x); Very Clean (5x); Good Bed (4x),Noise General (4x); Dirty General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.835
158314905,1,1242583978790674748,0,4.51,100,5,603,4,3,1,0.507,4.2,4.8,4.0,4.5,4.5,170.0,580.3541038216309,410.35410382163093,48.8678,2.357,89.0,20.0,entire_place,Walkable (1x); Very Comfortable (1x); Great Host (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.507
171333481,1,1120181723519225718,0,5.0,100,1,6,6,6,0,1.0,5.0,5.0,5.0,5.0,5.0,436.33,705.2843531703394,268.9543531703394,48.8525,2.3663,75.2,5.0,entire_place,Spacious (2x); Great Location (2x); Great Host (1x); Highly Recommend (1x); Good Value (1x),No issues identified,No issues identified - keep up the great work!,1.0
176815192,1,981074066947579180,0,5.0,100,2,2,2,2,0,1.0,,,,,,403.33,620.0724849385595,216.74248493855947,48.83352,2.34988,74.0,25.0,entire_place,Beautiful Place (1x); Highly Recommend (1x); Will Return (1x),No issues identified,No issues identified - keep up the great work!,1.0
183108425,1,1150513192003311884,0,5.0,100,1,24,24,24,0,1.0,5.0,5.0,5.0,5.0,5.0,401.88,258.11915464821215,-143.76084535178785,48.8726,2.3477,83.6,39.0,entire_place,Highly Recommend (7x); Responsive Host (6x); Very Comfortable (6x); Walkable (6x); Will Return (6x),Noise Street (1x),[Noise Street]: Location. How did the guest feel about the area and neighborhood?,1.0
184937755,1,854802630872525879,1,4.97,100,2,38,24,24,0,0.999,5.0,5.0,5.0,5.0,4.8,223.2,163.25288436664616,-59.94711563335383,48.8639,2.3466,84.9,33.0,entire_place,Great Location (10x); Walkable (6x); Responsive Host (4x); Beautiful Place (3x); Highly Recommend (2x),Noise Street (1x),[Noise Street]: Location. How did the guest feel about the area and neighborhood?,0.999
194045108,1,25900086,0,4.57,100,7,35,24,23,1,0.916,4.5,4.5,4.5,4.9,4.6,332.99,433.9464348327891,100.95643483278911,48.83744,2.34926,74.8,24.0,entire_place,Spacious (5x); Walkable (4x); Perfect Stay (3x); Very Comfortable (3x); Great Communication (2x),Hard To Find (1x); Too Small (1x); Dirty General (1x),"[Hard To Find]: Directions and transportation: Confirm the address of a home, with instructions for getting there. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.916
197304071,1,53918465,1,4.98,100,3,42,24,23,1,0.918,5.0,5.0,5.0,5.0,4.8,831.0,609.2551400038883,-221.7448599961117,48.85232,2.34655,86.8,29.0,entire_place,Highly Recommend (8x); Responsive Host (7x); Beautiful Place (3x); Very Clean (3x); Great Location (3x),Noise Street (1x); Too Hot (1x),"[Noise Street]: Location. How did the guest feel about the area and neighborhood? || [Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay.",0.918
199498945,1,1267922515377677449,0,5.0,100,3,1,1,1,0,0.998,,,,,,205.0,511.6430768464318,306.6430768464318,48.8551,2.3686,74.9,41.0,entire_place,Great Location (1x); Great Host (1x),No issues identified,No issues identified - keep up the great work!,0.998
201038010,1,879623872449678928,0,4.8,100,2,25,24,21,3,0.765,4.8,4.7,4.8,5.0,4.6,413.36,433.44821421074573,20.08821421074572,48.8518,2.3394,75.3,15.0,entire_place,Great Location (5x); Spacious (4x); Responsive Host (3x); Highly Recommend (3x); Walkable (2x),Dirty General (1x); Dirty Bedding (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Dirty Bedding]: Bedding. This includes a bed sheet; a blanket, comforter, or top-sheet; and one sleeping pillow per person with a pillowcase.",0.765
204039138,1,660583102865952289,0,4.07,100,3,1784,24,22,2,0.844,4.8,4.8,4.8,4.9,4.5,154.0,323.32769899509435,169.32769899509435,48.87164,2.32586,74.6,27.0,entire_place,Great Location (7x); Very Comfortable (6x); Highly Recommend (4x); Will Return (4x); Responsive Host (3x),Dirty General (1x); Plumbing Issues (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Plumbing Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",0.844
209934555,1,955524227634888106,0,4.67,100,6,285,24,24,0,0.97,4.8,5.0,4.9,5.0,4.8,198.64,44.460198454971646,-154.17980154502834,48.8419,2.3252,75.3,30.0,private_room,Highly Recommend (6x); Very Comfortable (5x); Responsive Host (4x); Perfect Stay (2x); Great Location (2x),Bugs Pests (1x); Hot Water Issues (1x),"[Bugs Pests]: Cleanliness: Did the home meet our standards? (It should be free of health hazards like mold and pests. It should also be free of extensive dust, pet dander, dirty dishes, etc.). || [Hot Water Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",0.97
211140048,1,29509783,0,4.82,100,7,60,48,48,0,0.999,4.9,5.0,5.0,4.9,4.7,231.0,486.73656317300146,255.73656317300146,48.85082,2.31767,0.6,26.0,entire_place,Highly Recommend (12x); Very Clean (10x); Quiet Area (6x); Great Location (6x); Walkable (4x),No issues identified,No issues identified - keep up the great work!,0.999
214647189,1,1107795523220279318,0,5.0,100,1,1,1,1,0,1.0,,,,,,337.87,583.926239775583,246.05623977558298,48.85755146627353,2.359701244697223,79.1,14.0,entire_place,No specific themes identified,No issues identified,No issues identified - keep up the great work!,1.0
219731813,1,45798448,1,4.6,100,7,680,24,23,1,0.917,4.9,4.9,4.9,5.0,4.7,802.61,393.8731825892571,-408.7368174107429,48.867,2.3522,75.6,56.0,entire_place,Great Location (5x); Spacious (4x); Responsive Host (4x); Will Return (4x); Very Clean (3x),Too Hot (1x),"[Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay.",0.917
222199838,1,730327824370428624,0,4.43,100,5,14,14,12,2,0.685,4.1,4.5,4.9,4.3,4.4,75.0,317.6028797895233,242.60287978952329,48.8786,2.36953,74.3,25.0,entire_place,Highly Recommend (3x); Responsive Host (2x); Very Clean (2x); Quiet Area (1x); Great Communication (1x),Wifi Issues (1x); Hard To Find (1x),"[Wifi Issues]: Wifi: Provide the wifi network and password at your home or location. || [Hard To Find]: Directions and transportation: Confirm the address of a home, with instructions for getting there.",0.685
225573206,1,30009165,0,5.0,100,7,4,8,8,0,1.0,5.0,5.0,5.0,5.0,5.0,809.0,419.435989891282,-389.564010108718,48.84420680103288,2.330959382347532,81.0,46.0,entire_place,Spacious (6x); Walkable (2x); Great Host (2x); Very Comfortable (2x); Will Return (2x),No issues identified,No issues identified - keep up the great work!,1.0
230458490,1,34309812,0,4.33,100,6,129,4,3,1,0.5,4.0,4.5,4.8,4.0,4.2,180.0,525.3464667075413,345.34646670754125,48.8681,2.35107,88.7,15.0,entire_place,Highly Recommend (1x); Great Location (1x); Quiet Area (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.5
238019759,1,31731761,0,4.44,100,6,52,4,3,1,0.5,4.5,4.0,4.0,4.5,3.8,572.96,643.0968085045483,70.1368085045483,48.843,2.3633,7.4,27.0,unique_stay,Great Location (1x); Very Clean (1x); Responsive Host (1x),Hot Water Issues (1x),"[Hot Water Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",0.5
238483475,1,928138738909811498,1,4.82,100,6,497,7,7,0,1.0,5.0,4.7,4.9,4.9,4.6,617.0,1065.5106612006643,448.51066120066434,48.84385,2.33271,79.9,49.0,entire_place,Responsive Host (2x); Very Clean (2x); Great Location (1x); Walkable (1x),No issues identified,No issues identified - keep up the great work!,1.0
243345664,1,693255959682179047,0,5.0,100,3,1,1,1,0,1.0,,,,,,404.0,288.2303270682814,-115.76967293171862,48.85529,2.33056,67.7,48.0,entire_place,Great Location (1x); Responsive Host (1x),No issues identified,No issues identified - keep up the great work!,1.0
250052908,1,33215018,1,4.88,100,6,325,24,24,0,0.999,4.9,5.0,5.0,4.9,4.8,688.93,412.373775102986,-276.556224897014,48.85263,2.34432,88.4,35.0,entire_place,Great Location (7x); Responsive Host (6x); Walkable (6x); Will Return (4x); Well Equipped (3x),No issues identified,No issues identified - keep up the great work!,0.999
257597858,1,1106997835821541848,1,4.75,100,5,122,1,1,0,1.0,,,,,,395.85,822.2349525353522,426.3849525353522,48.8655,2.3471,98.3,41.0,entire_place,No specific themes identified,No issues identified,No issues identified - keep up the great work!,1.0
271963489,1,41447606,1,4.87,100,6,1095,24,21,3,0.753,4.9,4.8,4.9,4.8,4.6,171.05,175.5306213275409,4.480621327540888,48.8692,2.3494,88.2,39.0,entire_place,Great Location (6x); Very Clean (4x); Responsive Host (3x); Highly Recommend (2x); Well Equipped (2x),Too Small (2x); Too Hot (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay.",0.753
309577234,1,40115487,0,5.0,100,6,25,48,48,0,1.0,5.0,5.0,5.0,5.0,5.0,183.72,177.00015761366575,-6.71984238633425,48.86042,2.35295,74.3,24.0,entire_place,Very Comfortable (8x); Will Return (8x); Great Host (6x); Highly Recommend (4x); Well Equipped (4x),No issues identified,No issues identified - keep up the great work!,1.0
315032437,1,1165951830215387825,0,4.64,50,1,14,14,14,0,0.999,4.4,4.9,4.9,4.9,4.7,348.68,266.5922986872201,-82.08770131277993,48.85702,2.35958,78.6,6.0,entire_place,Highly Recommend (5x); Great Location (5x); Will Return (3x); Spacious (2x); Quiet Area (1x),No issues identified,No issues identified - keep up the great work!,0.999
318669414,1,40907094,0,4.33,100,5,6,10,8,2,0.603,4.2,4.8,4.8,4.8,4.5,108.0,398.1666886056627,290.1666886056627,48.84242,2.32657,75.1,28.0,entire_place,Great Location (2x); Good Value (2x); Well Equipped (2x); Highly Recommend (2x),No issues identified,Note: 2 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.603
328781956,1,1086204918195098970,1,5.0,100,1,15,15,15,0,1.0,5.0,5.0,5.0,5.0,4.7,506.21,598.264485561954,92.05448556195398,48.8584,2.3283,75.1,31.0,entire_place,Responsive Host (5x); Walkable (4x); Great Location (4x); Spacious (3x); Highly Recommend (2x),No issues identified,No issues identified - keep up the great work!,1.0
333680462,1,867954663383174821,0,5.0,100,2,4,4,4,0,1.0,5.0,5.0,5.0,5.0,5.0,237.68,530.753870797198,293.073870797198,48.88188,2.36525,75.2,52.0,entire_place,Will Return (2x); Perfect Stay (1x); Responsive Host (1x); Beautiful Place (1x); Great Location (1x),No issues identified,No issues identified - keep up the great work!,1.0
334643447,1,42428002,0,3.99,100,5,239,22,16,6,0.478,4.0,4.2,4.5,4.4,3.8,424.84,646.8995419157824,222.0595419157824,48.8494,2.3809,75.5,31.0,hotel_room,Walkable (3x); Good Value (2x); Very Clean (2x); Highly Recommend (1x); Good Bed (1x),Noise Neighbors (1x); Too Small (1x),"[Noise Neighbors]: Give guests a sense of what to expect with captivating photos of your space—including photos of the inside, outside, and neighborhood around your listing. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.478
337962518,1,42452586,0,4.96,100,5,23,23,23,0,0.999,4.5,5.0,5.0,5.0,4.8,206.0,490.8069165847205,284.8069165847205,48.85788,2.36684,75.5,23.0,entire_place,Spacious (5x); Great Location (4x); Highly Recommend (3x); Great Host (2x); Quiet Area (2x),Smell Issues (1x); Too Small (1x),"[Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.999
349842184,1,905073834849720489,0,5.0,100,2,8,8,7,1,0.805,5.0,5.0,5.0,5.0,4.9,390.4,257.36734686016854,-133.03265313983144,48.8535,2.3533,75.0,39.0,entire_place,Will Return (3x); Walkable (2x); Beautiful Place (2x); Highly Recommend (2x); Very Comfortable (2x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.805
392153686,1,48610623,0,4.63,80,4,144,23,17,6,0.464,4.5,4.8,4.9,4.9,4.6,104.0,331.8946507521815,227.89465075218152,48.86357,2.35852,89.8,20.0,entire_place,Great Location (6x); Good Value (3x); Well Equipped (3x); Very Comfortable (3x); Walkable (2x),Too Small (3x); Dirty General (1x); Plumbing Issues (1x); Too Cold (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Plumbing Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",0.464
399846512,1,1173055154308544331,0,5.0,100,8,1,1,1,0,1.0,,,,,,146.0,705.2570075154551,559.2570075154551,48.857,2.3745,75.5,7.0,entire_place,Quiet Area (1x); Well Equipped (1x),No issues identified,No issues identified - keep up the great work!,1.0
402285530,1,50805781,0,4.56,100,4,18,36,32,4,0.778,4.9,4.3,4.5,4.8,4.3,319.57,263.44298729642054,-56.12701270357945,48.84541,2.35129,75.5,35.0,entire_place,Great Location (10x); Beautiful Place (10x); Very Comfortable (8x); Walkable (8x); Will Return (4x),Too Small (4x); Dirty General (2x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.778
412683123,1,51012362,1,4.67,100,4,107,23,23,0,0.984,4.9,4.8,5.0,4.9,4.5,517.56,585.4513523622797,67.8913523622798,48.86786,2.3588,90.6,11.0,hotel_room,Very Clean (6x); Highly Recommend (4x); Great Location (2x); Very Comfortable (1x); Will Return (1x),No issues identified,No issues identified - keep up the great work!,0.984
428627442,1,1075800394488765558,0,4.52,99,4,2203,16,12,4,0.5,4.5,3.8,4.7,4.9,4.0,264.09,354.91673560569143,90.82673560569145,48.85645,2.35717,78.8,18.0,entire_place,Great Location (3x); Highly Recommend (3x); Great Host (2x); Spacious (2x); Good Bed (1x),Dirty General (1x); Noise General (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.5
429289519,1,664422563365299587,0,4.39,100,3,18,17,15,2,0.783,4.4,4.8,4.8,4.9,4.3,315.19,894.1698226951603,578.9798226951602,48.84724,2.33988,75.6,39.0,entire_place,Well Equipped (4x); Great Location (4x); Responsive Host (4x); Spacious (3x); Walkable (2x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.783
436103373,2,"53845231,1008791497848928346",0,4.61,100,4,10029,48,46,2,0.911,4.5,4.699999999999999,4.699999999999999,5.0,4.5,325.5,498.1525241210278,172.6525241210278,48.858725,2.3436399999999997,70.1,42.5,entire_place,Great Location (8x); Very Comfortable (4x); Highly Recommend (3x); Responsive Host (3x); Very Clean (2x); Great Location (4x); Walkable (4x); Responsive Host (4x); Spacious (2x); Very Comfortable (2x),Noise General (2x); Too Small (2x); Smell Issues (1x); Too Cold (1x); Too Small (1x); Dirty General (1x); Bugs Pests (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says.; [Too Cold]: Turn things off: From the lights to the heating, detail what needs to be shut off. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.911
444444883,1,561979963451387094,1,4.59,100,3,81,23,21,2,0.827,4.6,4.6,4.6,4.8,4.6,232.62,492.6493881234305,260.0293881234305,48.8765,2.3481,83.5,19.0,entire_place,Great Location (4x); Very Comfortable (4x); Will Return (3x); Highly Recommend (3x); Walkable (3x),Too Hot (1x); Too Small (1x); Uncomfortable Bed (1x),"[Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Uncomfortable Bed]: Bedding. This includes a bed sheet; a blanket, comforter, or top-sheet; and one sleeping pillow per person with a pillowcase.",0.827
449867761,1,1011462555557466520,0,5.0,100,2,3,3,3,0,1.0,5.0,5.0,5.0,4.7,5.0,134.34,803.8228932552968,669.4828932552967,48.86561028936289,2.3733021217131,75.2,41.0,entire_place,Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!,1.0
450001685,1,585205550821566924,0,4.55,83,3,569,4,3,1,0.5,4.8,4.2,4.8,4.5,4.0,840.0,728.3385466945882,-111.66145330541178,48.8497,2.3628,27.6,22.0,hotel_room,Walkable (1x); Very Clean (1x); Highly Recommend (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.5
454285681,1,604997691749151091,1,4.9,100,3,39,24,23,1,0.911,4.9,4.9,5.0,4.9,4.7,232.0,424.9097650829858,192.9097650829858,48.83555,2.35339,74.7,21.0,entire_place,Will Return (5x); Well Equipped (4x); Spacious (3x); Walkable (2x); Responsive Host (2x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.911
456251316,1,1038522290460271737,1,4.73,100,3,192,24,22,2,0.844,4.9,5.0,4.9,4.7,4.8,224.98,789.0172023536925,564.0372023536925,48.85356,2.37064,1.1,25.0,entire_place,Responsive Host (6x); Great Location (6x); Will Return (4x); Very Comfortable (4x); Very Clean (3x),Noise General (4x); Noise Street (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Noise Street]: Location. How did the guest feel about the area and neighborhood?",0.844
